,PetID,pic_no,img_bound_polygon_x,img_bound_polygon_y,img_confidence,img_imp_fract,domcol_r,domcol_g,domcol_b,AdoptionSpeed
13778,59d42b6bb,1,268.0,399.0,0.79999995,1.0,73.0,37.0,23.0,3
13778,59d42b6bb,2,399.0,368.0,0.79999995,1.0,229.0,181.0,162.0,3
13778,59d42b6bb,3,375.0,399.0,0.79999995,1.0,229.0,180.0,156.0,3
13778,59d42b6bb,4,289.0,399.0,0.79999995,1.0,74.0,40.0,28.0,3
13778,59d42b6bb,5,310.0,399.0,0.79999995,1.0,239.0,221.0,215.0,3
13778,59d42b6bb,6,243.0,398.0,0.79999995,1.0,206.0,196.0,192.0,3
13778,59d42b6bb,7,269.0,399.0,0.79999995,1.0,220.0,181.0,181.0,3
13778,59d42b6bb,8,399.0,312.0,0.79999995,1.0,196.0,191.0,188.0,3
13778,59d42b6bb,9,268.0,399.0,0.79999995,1.0,25.0,21.0,20.0,3
13779,979bab13e,1,399.0,299.0,0.29999998,1.6999999,180.0,193.0,193.0,1
13779,979bab13e,2,243.0,399.0,0.79999995,1.0,154.0,163.0,159.0,1
13779,979bab13e,3,399.0,299.0,0.79999995,1.0,5.0,5.0,8.0,1
13780,850b0f686,1,202.0,359.0,0.79999995,1.0,26.0,20.0,22.0,1
13780,850b0f686,2,202.0,359.0,0.79999995,1.0,189.0,192.0,188.0,1
13780,850b0f686,3,639.0,359.0,0.79999995,1.0,149.0,149.0,152.0,1
13780,850b0f686,4,202.0,359.0,0.79999995,1.0,242.0,242.0,242.0,1
13780,850b0f686,5,639.0,479.0,0.79999995,1.0,193.0,190.0,167.0,1
13780,850b0f686,6,639.0,359.0,0.79999995,1.0,22.0,24.0,21.0,1
13781,4f5fd467a,1,399.0,239.0,0.79999995,1.0,157.0,158.0,159.0,2
13781,4f5fd467a,2,399.0,239.0,0.79999995,1.0,175.0,198.0,217.0,2
13781,4f5fd467a,3,399.0,239.0,0.79999995,1.0,182.0,194.0,212.0,2
13782,34872e9a7,1,399.0,268.0,0.79999995,1.0,199.0,198.0,204.0,2
13782,34872e9a7,2,399.0,268.0,0.79999995,1.0,202.0,198.0,201.0,2
13783,115299f16,1,399.0,299.0,0.79999995,1.0,138.0,59.0,57.0,1
13783,115299f16,2,399.0,299.0,0.79999995,1.0,138.0,114.0,88.0,1
13784,4d7578341,1,399.0,299.0,0.79999995,1.0,30.0,18.0,15.0,1
13784,4d7578341,2,399.0,299.0,0.79999995,1.0,52.0,47.0,38.0,1
13785,079332bdc,1,269.0,479.0,0.79999995,1.0,133.0,129.0,103.0,4
13786,240ddd506,1,359.0,479.0,0.79999995,1.0,30.0,23.0,24.0,2
13786,240ddd506,2,359.0,479.0,0.79999995,1.0,55.0,47.0,40.0,2
13787,8fa705c07,1,399.0,299.0,0.79999995,1.0,218.0,106.0,152.0,1
13787,8fa705c07,2,399.0,299.0,0.79999995,1.0,30.0,18.0,20.0,1
13788,ce971a506,1,299.0,399.0,0.79999995,1.0,122.0,70.0,30.0,3
13788,ce971a506,2,299.0,399.0,0.79999995,1.0,178.0,157.0,66.0,3
13788,ce971a506,3,299.0,399.0,0.79999995,1.0,64.0,46.0,21.0,3
13789,e1af060fb,1,639.0,634.0,0.79999995,1.0,156.0,156.0,160.0,1
13789,e1af060fb,2,428.0,479.0,0.79999995,1.0,193.0,194.0,195.0,1
13790,dd654a9e7,1,299.0,399.0,0.79999995,1.0,181.0,156.0,127.0,4
13790,dd654a9e7,2,299.0,399.0,0.79999995,1.0,172.0,148.0,121.0,4
13791,20336bf88,1,359.0,479.0,0.79999995,1.0,190.0,146.0,102.0,2
13791,20336bf88,2,359.0,479.0,0.79999995,1.0,198.0,148.0,98.0,2
13791,20336bf88,3,359.0,479.0,1.0,1.17,79.0,48.0,37.0,2
13791,20336bf88,4,359.0,479.0,0.79999995,1.0,34.0,20.0,18.0,2
13792,d1274381b,1,399.0,299.0,0.79999995,1.0,48.0,48.0,30.0,2
13793,23c8c5957,1,399.0,299.0,0.79999995,1.0,159.0,157.0,146.0,1
13793,23c8c5957,2,287.0,399.0,0.79999995,1.0,192.0,196.0,195.0,1
13793,23c8c5957,3,299.0,399.0,0.79999995,1.0,82.0,81.0,75.0,1
13793,23c8c5957,4,399.0,299.0,0.79999995,1.0,167.0,154.0,149.0,1
13793,23c8c5957,5,399.0,299.0,0.79999995,1.0,117.0,116.0,107.0,1
13794,cd8af1bda,1,453.0,479.0,0.79999995,1.0,226.0,188.0,139.0,2
13794,cd8af1bda,2,449.0,479.0,0.79999995,1.0,183.0,101.0,63.0,2
13794,cd8af1bda,3,449.0,479.0,0.79999995,1.0,244.0,229.0,200.0,2
13795,b138f5cc9,1,299.0,399.0,0.79999995,1.0,56.0,45.0,46.0,3
13795,b138f5cc9,2,399.0,299.0,0.79999995,1.0,59.0,50.0,56.0,3
13795,b138f5cc9,3,299.0,399.0,0.79999995,1.0,57.0,45.0,49.0,3
13795,b138f5cc9,4,399.0,299.0,0.79999995,1.0,57.0,43.0,42.0,3
13795,b138f5cc9,5,399.0,299.0,0.79999995,1.0,33.0,24.0,30.0,3
13795,b138f5cc9,6,399.0,299.0,0.79999995,1.0,38.0,27.0,35.0,3
13795,b138f5cc9,7,399.0,227.0,0.79999995,1.0,54.0,52.0,49.0,3
13795,b138f5cc9,8,399.0,224.0,0.79999995,1.0,125.0,119.0,108.0,3
13795,b138f5cc9,9,352.0,399.0,0.79999995,1.0,175.0,155.0,137.0,3
13796,9eb6e75e2,1,399.0,299.0,0.79999995,1.0,232.0,229.0,231.0,3
13796,9eb6e75e2,2,399.0,299.0,0.79999995,1.0,56.0,51.0,49.0,3
13796,9eb6e75e2,3,399.0,299.0,0.79999995,1.0,51.0,48.0,45.0,3
13796,9eb6e75e2,4,399.0,299.0,0.79999995,1.0,84.0,82.0,82.0,3
13796,9eb6e75e2,5,399.0,299.0,0.79999995,1.0,239.0,241.0,245.0,3
13797,d8dd968c6,1,399.0,298.0,0.79999995,1.0,167.0,113.0,76.0,3
13798,d057b97bb,1,619.0,479.0,0.79999995,0.98999995,126.0,118.0,113.0,2
13798,d057b97bb,2,359.0,479.0,0.79999995,1.0,198.0,194.0,195.0,2
13798,d057b97bb,3,639.0,479.0,0.79999995,1.0,153.0,114.0,89.0,2
13798,d057b97bb,4,359.0,479.0,0.79999995,1.0,158.0,163.0,172.0,2
13798,d057b97bb,5,639.0,479.0,0.79999995,1.0,138.0,117.0,100.0,2
13798,d057b97bb,6,639.0,479.0,0.79999995,1.0,134.0,112.0,96.0,2
13799,cf3bce1cc,1,399.0,299.0,0.79999995,1.0,136.0,114.0,83.0,3
13799,cf3bce1cc,2,200.0,227.0,0.79999995,0.52,136.0,121.0,88.0,3
13799,cf3bce1cc,3,299.0,399.0,0.79999995,1.0,168.0,155.0,123.0,3
13800,4e3586785,1,399.0,399.0,0.79999995,1.0,60.0,55.0,28.0,2
13800,4e3586785,2,399.0,399.0,0.79999995,1.0,187.0,148.0,132.0,2
13800,4e3586785,3,399.0,299.0,0.79999995,1.0,97.0,78.0,56.0,2
13800,4e3586785,4,399.0,299.0,0.79999995,1.0,215.0,190.0,138.0,2
13800,4e3586785,5,399.0,299.0,0.79999995,1.0,157.0,153.0,128.0,2
13801,7e5d4e317,1,399.0,299.0,0.79999995,1.0,34.0,25.0,19.0,1
13801,7e5d4e317,2,399.0,299.0,0.79999995,1.0,137.0,125.0,92.0,1
13801,7e5d4e317,3,399.0,299.0,0.79999995,0.98999995,192.0,195.0,204.0,1
13801,7e5d4e317,4,399.0,299.0,0.79999995,1.0,137.0,125.0,92.0,1
13801,7e5d4e317,5,399.0,299.0,0.79999995,0.98999995,192.0,195.0,204.0,1
13801,7e5d4e317,6,399.0,299.0,0.79999995,1.0,172.0,151.0,122.0,1
13801,7e5d4e317,7,399.0,299.0,0.79999995,1.0,201.0,192.0,192.0,1
13802,8834ac7da,1,639.0,359.0,0.79999995,1.0,16.0,18.0,23.0,4
13802,8834ac7da,2,639.0,479.0,0.79999995,1.0,29.0,20.0,13.0,4
13802,8834ac7da,3,639.0,479.0,0.79999995,1.0,21.0,25.0,27.0,4
13802,8834ac7da,4,639.0,479.0,0.79999995,1.0,148.0,114.0,95.0,4
13803,00ac364a4,1,399.0,399.0,0.79999995,1.0,119.0,118.0,110.0,4
13804,44dcffea3,1,355.0,479.0,0.79999995,1.0,208.0,194.0,193.0,3
13804,44dcffea3,2,355.0,479.0,0.79999995,1.0,211.0,196.0,190.0,3
13805,1c2dfa92d,1,298.0,399.0,0.79999995,1.0,231.0,238.0,236.0,2
13805,1c2dfa92d,2,299.0,399.0,0.79999995,1.0,223.0,233.0,230.0,2
13805,1c2dfa92d,3,298.0,399.0,0.79999995,1.0,231.0,237.0,239.0,2
13806,bf0dd40e3,1,298.0,399.0,0.79999995,1.0,147.0,120.0,70.0,3
13806,bf0dd40e3,2,367.0,299.0,0.79999995,0.98999995,109.0,74.0,50.0,3
13806,bf0dd40e3,3,399.0,298.0,0.79999995,1.0,174.0,144.0,96.0,3
13806,bf0dd40e3,4,299.0,399.0,0.79999995,1.0,20.0,16.0,11.0,3
13807,45217971b,1,299.0,399.0,0.79999995,1.0,86.0,79.0,75.0,2
13807,45217971b,2,299.0,399.0,0.79999995,1.0,125.0,118.0,115.0,2
13807,45217971b,3,299.0,399.0,0.79999995,1.0,123.0,158.0,184.0,2
13807,45217971b,4,327.0,398.0,0.79999995,1.0,252.0,234.0,193.0,2
13807,45217971b,5,399.0,299.0,0.79999995,1.0,162.0,156.0,158.0,2
13807,45217971b,6,399.0,299.0,0.79999995,1.0,195.0,212.0,101.0,2
13807,45217971b,7,399.0,299.0,0.79999995,1.0,162.0,156.0,158.0,2
13808,0e58b35b6,1,299.0,399.0,0.79999995,1.0,240.0,237.0,231.0,3
13808,0e58b35b6,2,399.0,399.0,0.79999995,1.0,200.0,194.0,206.0,3
13809,c9e2b26c4,1,371.0,403.0,0.79999995,1.0,227.0,182.0,199.0,3
13809,c9e2b26c4,2,359.0,479.0,0.79999995,1.0,116.0,72.0,57.0,3
13809,c9e2b26c4,3,639.0,479.0,0.79999995,1.0,55.0,51.0,57.0,3
13810,90f09b568,1,338.0,479.0,0.79999995,1.0,100.0,80.0,63.0,3
13810,90f09b568,2,398.0,479.0,0.79999995,1.0,138.0,112.0,88.0,3
13810,90f09b568,3,398.0,479.0,0.79999995,1.0,138.0,112.0,88.0,3
13811,451d64f26,1,399.0,299.0,0.79999995,1.0,156.0,95.0,64.0,2
13811,451d64f26,2,399.0,299.0,0.79999995,1.0,188.0,152.0,129.0,2
13811,451d64f26,3,399.0,299.0,0.79999995,1.0,180.0,156.0,126.0,2
13811,451d64f26,4,399.0,299.0,0.79999995,1.0,189.0,139.0,124.0,2
13812,bd3087edf,1,299.0,399.0,0.79999995,1.0,21.0,23.0,23.0,1
13812,bd3087edf,2,299.0,399.0,0.79999995,1.0,16.0,16.0,14.0,1
13812,bd3087edf,3,399.0,299.0,0.79999995,1.0,14.0,17.0,17.0,1
13812,bd3087edf,4,399.0,299.0,0.79999995,1.0,16.0,18.0,17.0,1
13812,bd3087edf,5,399.0,239.0,0.79999995,1.0,14.0,13.0,15.0,1
13813,810ff9d37,1,639.0,639.0,0.79999995,1.0,77.0,40.0,55.0,2
13814,aa68a3672,1,399.0,299.0,0.79999995,1.0,58.0,50.0,45.0,4
13814,aa68a3672,2,399.0,299.0,0.79999995,1.0,55.0,50.0,46.0,4
13814,aa68a3672,3,399.0,299.0,0.79999995,1.0,56.0,48.0,44.0,4
13815,a3cc5de2b,1,399.0,299.0,0.79999995,1.0,233.0,65.0,69.0,1
13815,a3cc5de2b,2,299.0,399.0,0.79999995,1.0,168.0,152.0,130.0,1
13815,a3cc5de2b,3,299.0,399.0,0.79999995,1.0,172.0,156.0,130.0,1
13815,a3cc5de2b,4,383.0,299.0,1.0,1.81,16.0,21.0,15.0,1
13815,a3cc5de2b,5,399.0,299.0,0.79999995,1.0,124.0,73.0,31.0,1
13815,a3cc5de2b,6,399.0,299.0,1.0,1.17,19.0,17.0,18.0,1
13816,b40818da6,1,298.0,399.0,0.79999995,1.0,82.0,44.0,31.0,1
13817,8f3235380,1,126.0,224.0,0.79999995,1.0,97.0,81.0,61.0,2
13818,dbba10f87,1,359.0,479.0,0.79999995,1.0,214.0,184.0,194.0,4
13818,dbba10f87,2,359.0,479.0,0.79999995,1.0,221.0,189.0,208.0,4
13818,dbba10f87,3,359.0,479.0,0.79999995,1.0,170.0,157.0,151.0,4
13818,dbba10f87,4,359.0,479.0,0.79999995,1.0,219.0,188.0,205.0,4
13819,170fa3d49,1,399.0,299.0,0.79999995,1.0,237.0,241.0,246.0,3
13819,170fa3d49,2,399.0,299.0,0.79999995,1.0,113.0,75.0,38.0,3
13819,170fa3d49,3,399.0,299.0,0.79999995,1.0,193.0,195.0,200.0,3
13819,170fa3d49,4,399.0,299.0,0.79999995,1.0,229.0,234.0,244.0,3
13820,d15a5363e,1,639.0,552.0,0.79999995,1.0,138.0,117.0,88.0,3
13820,d15a5363e,2,359.0,479.0,0.79999995,1.0,166.0,159.0,152.0,3
13820,d15a5363e,3,638.0,346.0,0.79999995,1.0,128.0,116.0,96.0,3
13820,d15a5363e,4,453.0,479.0,0.79999995,1.0,99.0,83.0,66.0,3
13820,d15a5363e,5,470.0,479.0,0.79999995,0.79999995,122.0,111.0,92.0,3
13821,b5c0db93a,1,399.0,260.0,0.79999995,1.0,87.0,82.0,78.0,1
13822,eb22ed27d,1,299.0,399.0,0.79999995,1.0,154.0,106.0,64.0,3
13822,eb22ed27d,2,299.0,399.0,0.79999995,1.0,175.0,161.0,128.0,3
13822,eb22ed27d,3,399.0,399.0,0.79999995,1.0,14.0,50.0,123.0,3
13822,eb22ed27d,4,399.0,299.0,0.79999995,1.0,197.0,199.0,175.0,3
13823,079785984,1,299.0,399.0,0.79999995,1.0,216.0,195.0,160.0,1
13823,079785984,2,299.0,399.0,0.79999995,1.0,221.0,188.0,155.0,1
13823,079785984,3,299.0,399.0,0.79999995,1.0,133.0,114.0,91.0,1
13823,079785984,4,399.0,299.0,0.79999995,1.0,137.0,116.0,94.0,1
13823,079785984,5,399.0,299.0,0.79999995,1.0,180.0,152.0,128.0,1
13824,aeda0ac0d,1,267.0,399.0,0.79999995,1.0,162.0,154.0,146.0,2
13824,aeda0ac0d,2,399.0,266.0,0.79999995,1.0,29.0,24.0,23.0,2
13824,aeda0ac0d,3,399.0,266.0,0.79999995,1.0,29.0,20.0,17.0,2
13824,aeda0ac0d,4,399.0,266.0,0.79999995,1.0,208.0,191.0,173.0,2
13824,aeda0ac0d,5,399.0,266.0,0.79999995,1.0,142.0,121.0,101.0,2
13824,aeda0ac0d,6,399.0,266.0,0.79999995,1.0,136.0,117.0,99.0,2
13824,aeda0ac0d,7,399.0,266.0,0.79999995,1.0,167.0,158.0,138.0,2
13824,aeda0ac0d,8,399.0,266.0,0.79999995,1.0,158.0,145.0,126.0,2
13824,aeda0ac0d,9,399.0,266.0,0.79999995,1.0,96.0,83.0,69.0,2
13825,04f8947f3,1,399.0,299.0,0.79999995,1.0,21.0,21.0,29.0,2
13825,04f8947f3,2,299.0,399.0,0.79999995,1.0,159.0,158.0,167.0,2
13825,04f8947f3,3,299.0,399.0,0.79999995,1.0,43.0,96.0,32.0,2
13825,04f8947f3,4,299.0,399.0,0.79999995,1.0,189.0,192.0,197.0,2
13825,04f8947f3,5,299.0,399.0,0.79999995,1.0,136.0,147.0,148.0,2
13826,c958b75b3,1,639.0,359.0,0.79999995,1.0,29.0,20.0,15.0,1
13827,40f1ee340,1,399.0,266.0,0.79999995,1.0,228.0,185.0,164.0,2
13827,40f1ee340,2,298.0,399.0,0.79999995,1.0,194.0,151.0,134.0,2
13827,40f1ee340,3,298.0,399.0,0.79999995,1.0,145.0,203.0,147.0,2
13827,40f1ee340,4,399.0,266.0,0.79999995,1.0,225.0,191.0,139.0,2
13827,40f1ee340,5,399.0,266.0,0.79999995,1.0,161.0,152.0,124.0,2
13828,78cf59390,1,613.0,359.0,0.79999995,0.89,51.0,47.0,38.0,4
13829,0e6523901,1,399.0,299.0,0.79999995,1.0,27.0,25.0,30.0,1
13830,1258aaebb,,,,,,,,,0
13831,f8e1ea097,1,244.0,479.0,0.79999995,1.0,86.0,39.0,33.0,1
13831,f8e1ea097,2,279.0,279.0,0.79999995,1.0,209.0,197.0,188.0,1
13831,f8e1ea097,3,308.0,309.0,0.79999995,1.0,233.0,225.0,216.0,1
13831,f8e1ea097,4,273.0,478.0,0.79999995,1.0,104.0,33.0,40.0,1
13831,f8e1ea097,5,639.0,479.0,0.79999995,1.0,78.0,42.0,48.0,1
13832,4c1ac19c2,1,399.0,385.0,0.79999995,1.0,57.0,51.0,54.0,2
13832,4c1ac19c2,2,399.0,299.0,0.79999995,1.0,25.0,27.0,26.0,2
13832,4c1ac19c2,3,375.0,299.0,0.79999995,0.97999996,160.0,150.0,110.0,2
13832,4c1ac19c2,4,399.0,299.0,0.79999995,1.0,10.0,10.0,7.0,2
13833,a892f5fd3,1,269.0,479.0,0.79999995,1.0,174.0,163.0,144.0,4
13833,a892f5fd3,2,269.0,479.0,0.79999995,1.0,249.0,238.0,211.0,4
13833,a892f5fd3,3,269.0,479.0,0.79999995,1.0,178.0,156.0,132.0,4
13833,a892f5fd3,4,269.0,479.0,0.79999995,1.0,152.0,114.0,91.0,4
13833,a892f5fd3,5,269.0,479.0,0.79999995,1.0,106.0,85.0,62.0,4
13833,a892f5fd3,6,379.0,479.0,0.79999995,1.0,102.0,70.0,49.0,4
13833,a892f5fd3,7,347.0,479.0,0.79999995,1.0,118.0,84.0,58.0,4
13833,a892f5fd3,8,317.0,479.0,0.79999995,1.0,22.0,22.0,16.0,4
13834,2e5e35de8,1,359.0,479.0,0.79999995,1.0,96.0,79.0,55.0,1
13834,2e5e35de8,2,359.0,479.0,0.79999995,1.0,74.0,85.0,79.0,1
13834,2e5e35de8,3,359.0,479.0,0.79999995,1.0,105.0,83.0,64.0,1
13834,2e5e35de8,4,359.0,479.0,0.79999995,1.0,224.0,235.0,236.0,1
13834,2e5e35de8,5,359.0,479.0,0.79999995,1.0,186.0,155.0,103.0,1
13834,2e5e35de8,6,479.0,639.0,0.79999995,1.0,182.0,161.0,111.0,1
13834,2e5e35de8,7,639.0,479.0,0.79999995,1.0,218.0,237.0,140.0,1
13835,98782b403,1,399.0,299.0,0.79999995,1.0,97.0,86.0,78.0,3
13835,98782b403,2,399.0,299.0,0.79999995,1.0,75.0,87.0,87.0,3
13835,98782b403,3,399.0,299.0,0.79999995,1.0,140.0,54.0,65.0,3
13835,98782b403,4,399.0,299.0,0.79999995,1.0,87.0,79.0,62.0,3
13835,98782b403,5,399.0,299.0,0.79999995,1.0,90.0,81.0,83.0,3
13836,5b4dd9fb3,1,319.0,319.0,0.79999995,1.0,164.0,152.0,124.0,3
13837,a4dd57b11,1,399.0,299.0,0.79999995,1.0,162.0,152.0,148.0,1
13838,d353b436f,1,399.0,298.0,0.79999995,1.0,84.0,46.0,29.0,4
13839,b65dc15af,1,239.0,399.0,0.79999995,1.0,121.0,116.0,117.0,3
13840,684567fc4,1,269.0,479.0,0.79999995,1.0,191.0,142.0,100.0,2
13840,684567fc4,2,269.0,479.0,0.79999995,1.0,160.0,109.0,70.0,2
13840,684567fc4,3,303.0,479.0,0.79999995,1.0,195.0,144.0,88.0,2
13841,632b28a99,1,126.0,224.0,0.79999995,1.0,11.0,9.0,7.0,4
13841,632b28a99,2,266.0,399.0,0.79999995,1.0,19.0,19.0,17.0,4
13841,632b28a99,3,399.0,266.0,0.79999995,1.0,22.0,23.0,21.0,4
13841,632b28a99,4,399.0,266.0,0.79999995,1.0,235.0,235.0,235.0,4
13841,632b28a99,5,399.0,266.0,0.79999995,1.0,185.0,185.0,185.0,4
13841,632b28a99,6,399.0,266.0,0.79999995,1.0,44.0,59.0,76.0,4
13841,632b28a99,7,399.0,266.0,0.79999995,1.0,27.0,26.0,24.0,4
13841,632b28a99,8,266.0,399.0,0.79999995,1.0,195.0,191.0,192.0,4
13841,632b28a99,9,399.0,299.0,0.79999995,1.0,8.0,7.0,5.0,4
13842,ca0bf0760,1,639.0,639.0,0.79999995,1.0,195.0,186.0,156.0,3
13842,ca0bf0760,2,639.0,359.0,0.79999995,1.0,96.0,79.0,49.0,3
13842,ca0bf0760,3,202.0,341.0,0.79999995,0.96999997,191.0,150.0,86.0,3
13842,ca0bf0760,4,639.0,359.0,0.79999995,1.0,65.0,50.0,24.0,3
13843,ba79cfddf,1,399.0,224.0,0.79999995,1.0,176.0,154.0,136.0,2
13843,ba79cfddf,2,224.0,399.0,0.79999995,1.0,152.0,91.0,117.0,2
13843,ba79cfddf,3,399.0,224.0,0.79999995,1.0,24.0,17.0,21.0,2
13843,ba79cfddf,4,224.0,399.0,0.79999995,1.0,23.0,17.0,21.0,2
13843,ba79cfddf,5,224.0,399.0,0.79999995,1.0,184.0,146.0,122.0,2
13844,ebdf19959,1,359.0,479.0,0.79999995,1.0,167.0,153.0,128.0,4
13844,ebdf19959,2,639.0,479.0,0.79999995,1.0,177.0,154.0,122.0,4
13844,ebdf19959,3,359.0,479.0,0.79999995,1.0,172.0,154.0,125.0,4
13844,ebdf19959,4,359.0,479.0,0.79999995,1.0,131.0,113.0,88.0,4
13845,a52a7c357,1,285.0,399.0,0.79999995,1.0,194.0,191.0,183.0,1
13845,a52a7c357,2,285.0,399.0,0.79999995,1.0,135.0,114.0,88.0,1
13845,a52a7c357,3,399.0,284.0,0.79999995,1.0,195.0,187.0,167.0,1
13845,a52a7c357,4,399.0,286.0,0.79999995,1.0,130.0,113.0,84.0,1
13846,b3cf90bd1,1,202.0,359.0,0.79999995,1.0,127.0,108.0,94.0,3
13846,b3cf90bd1,2,639.0,359.0,0.79999995,1.0,90.0,80.0,73.0,3
13846,b3cf90bd1,3,639.0,359.0,0.79999995,1.0,25.0,15.0,10.0,3
13847,6210026f5,1,299.0,399.0,0.79999995,1.0,239.0,240.0,238.0,1
13847,6210026f5,2,299.0,399.0,0.79999995,1.0,199.0,195.0,191.0,1
13847,6210026f5,3,399.0,299.0,0.79999995,1.0,106.0,120.0,124.0,1
13848,a1be4d855,1,359.0,479.0,1.0,1.09,105.0,72.0,56.0,4
13848,a1be4d855,2,359.0,479.0,0.79999995,1.0,163.0,155.0,116.0,4
13848,a1be4d855,3,202.0,359.0,0.79999995,1.0,81.0,43.0,27.0,4
13848,a1be4d855,4,639.0,359.0,0.79999995,1.0,79.0,45.0,27.0,4
13849,eb4f09e0e,1,399.0,299.0,0.79999995,1.0,194.0,159.0,70.0,3
13849,eb4f09e0e,2,299.0,399.0,0.79999995,1.0,178.0,192.0,195.0,3
13849,eb4f09e0e,3,299.0,399.0,0.79999995,1.0,177.0,193.0,193.0,3
13849,eb4f09e0e,4,299.0,399.0,0.79999995,1.0,176.0,192.0,191.0,3
13849,eb4f09e0e,5,399.0,299.0,0.79999995,1.0,153.0,151.0,150.0,3
13849,eb4f09e0e,6,399.0,299.0,0.79999995,1.0,72.0,88.0,52.0,3
13849,eb4f09e0e,7,399.0,299.0,0.79999995,1.0,161.0,108.0,64.0,3
13849,eb4f09e0e,8,399.0,299.0,0.79999995,1.0,217.0,191.0,160.0,3
13849,eb4f09e0e,9,399.0,299.0,0.79999995,1.0,181.0,158.0,129.0,3
13850,eded59b25,1,299.0,399.0,0.79999995,1.0,150.0,112.0,86.0,2
13850,eded59b25,2,299.0,399.0,0.79999995,1.0,177.0,149.0,116.0,2
13850,eded59b25,3,299.0,399.0,0.79999995,1.0,159.0,111.0,66.0,2
13851,5c881b941,1,269.0,479.0,0.79999995,1.0,132.0,163.0,125.0,3
13852,4f39ec246,1,639.0,639.0,0.79999995,1.0,183.0,155.0,126.0,2
13852,4f39ec246,2,639.0,639.0,0.79999995,1.0,176.0,157.0,137.0,2
13852,4f39ec246,3,639.0,639.0,0.79999995,1.0,96.0,75.0,106.0,2
13852,4f39ec246,4,639.0,639.0,0.79999995,1.0,78.0,40.0,26.0,2
13852,4f39ec246,5,639.0,639.0,0.79999995,1.0,157.0,101.0,83.0,2
13853,24d1c128d,1,299.0,399.0,0.79999995,1.0,224.0,181.0,168.0,0
13853,24d1c128d,2,399.0,399.0,0.79999995,1.0,155.0,119.0,17.0,0
13853,24d1c128d,3,299.0,399.0,0.79999995,1.0,170.0,151.0,125.0,0
13854,f1db33c30,1,359.0,479.0,0.79999995,1.0,89.0,43.0,28.0,2
13854,f1db33c30,2,359.0,479.0,0.79999995,1.0,244.0,238.0,234.0,2
13855,1a4a2e683,1,299.0,399.0,0.79999995,1.0,249.0,225.0,194.0,1
13855,1a4a2e683,2,299.0,399.0,0.79999995,1.0,93.0,89.0,64.0,1
13855,1a4a2e683,3,299.0,399.0,0.79999995,1.0,97.0,81.0,63.0,1
13856,8509ad722,1,399.0,299.0,0.79999995,1.0,106.0,77.0,115.0,2
13856,8509ad722,2,399.0,299.0,0.79999995,1.0,205.0,208.0,176.0,2
13856,8509ad722,3,399.0,299.0,0.79999995,1.0,164.0,154.0,150.0,2
13856,8509ad722,4,399.0,299.0,0.79999995,1.0,53.0,44.0,98.0,2
13856,8509ad722,5,399.0,299.0,0.79999995,1.0,237.0,235.0,245.0,2
13856,8509ad722,6,299.0,399.0,0.79999995,1.0,168.0,156.0,153.0,2
13857,21958b8f8,1,639.0,639.0,0.79999995,1.0,100.0,83.0,56.0,4
13857,21958b8f8,2,639.0,639.0,0.79999995,1.0,98.0,83.0,58.0,4
13857,21958b8f8,3,639.0,639.0,0.79999995,1.0,182.0,150.0,99.0,4
13857,21958b8f8,4,639.0,639.0,0.79999995,1.0,180.0,150.0,101.0,4
13857,21958b8f8,5,639.0,639.0,0.79999995,1.0,32.0,56.0,82.0,4
13858,40ca5f1a0,1,269.0,359.0,0.79999995,1.0,28.0,20.0,17.0,2
13858,40ca5f1a0,2,269.0,359.0,0.79999995,1.0,59.0,47.0,42.0,2
13858,40ca5f1a0,3,479.0,359.0,0.79999995,1.0,20.0,17.0,12.0,2
13859,9d4cf29f6,1,639.0,479.0,0.79999995,1.0,96.0,81.0,66.0,0
13859,9d4cf29f6,2,639.0,479.0,0.79999995,1.0,56.0,49.0,51.0,0
13859,9d4cf29f6,3,639.0,479.0,0.79999995,1.0,202.0,196.0,189.0,0
13859,9d4cf29f6,4,359.0,479.0,0.79999995,1.0,61.0,50.0,45.0,0
13859,9d4cf29f6,5,639.0,479.0,0.79999995,1.0,138.0,113.0,88.0,0
13859,9d4cf29f6,6,359.0,479.0,0.79999995,1.0,98.0,83.0,65.0,0
13860,1aabe595c,1,181.0,478.0,0.79999995,1.0,30.0,19.0,45.0,4
13860,1aabe595c,2,639.0,479.0,0.79999995,1.0,92.0,89.0,37.0,4
13860,1aabe595c,3,359.0,479.0,0.79999995,1.0,22.0,17.0,18.0,4
13860,1aabe595c,4,359.0,479.0,0.79999995,1.0,133.0,119.0,113.0,4
13860,1aabe595c,5,575.0,479.0,0.79999995,0.96999997,204.0,201.0,191.0,4
13861,1bff3e46f,1,399.0,299.0,1.0,1.1899999,122.0,117.0,92.0,4
13861,1bff3e46f,2,224.0,299.0,0.79999995,1.0,53.0,52.0,53.0,4
13861,1bff3e46f,3,284.0,399.0,0.79999995,1.0,187.0,144.0,126.0,4
13861,1bff3e46f,4,399.0,299.0,0.79999995,1.0,162.0,155.0,146.0,4
13861,1bff3e46f,5,399.0,299.0,0.79999995,1.0,17.0,15.0,10.0,4
13861,1bff3e46f,6,224.0,299.0,1.0,1.23,187.0,191.0,182.0,4
13861,1bff3e46f,7,224.0,299.0,0.79999995,1.0,26.0,23.0,22.0,4
